filename,modified_key,original_value,error_value,error_type,affected_module,impact_description,option,source_file,domain_density
du_gnb_case_026.json,gNBs[0].plmn_list[0].snssaiList[0].sd,0x010203,0x01020304,invalid format,NGAP,"SD value exceeds 24-bit format (0xFFFFFF max) breaks NSSAI encoding in openair3/NGAP/ngap_gNB_handlers.c during InitialUEMessage, violating TS 38.413",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.045454545454545456
du_gnb_case_027.json,gNBs[0].servingCellConfigCommon[0].initialULBWPlocationAndBandwidth,28875,,missing value,RRC,"Missing UL BWP locationAndBandwidth breaks initial BWP configuration in openair2/RRC/NR/MESSAGES/asn1_msg.c, causing RRC connection setup failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.2
du_gnb_case_028.json,gNBs[0].servingCellConfigCommon[0].dl_subcarrierSpacing,1,,missing value,PHY,"Missing DL SCS breaks carrier frequency calculation in openair1/PHY/INIT/nr_init.c nr_phy_config_request(), causing frame parameter initialization failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842
du_gnb_case_029.json,gNBs[0].servingCellConfigCommon[0].dl_carrierBandwidth,106,50,logical contradiction,PHY,"DL carrier bandwidth 50 PRBs conflicts with initialDLBWPlocationAndBandwidth=28875 (48 PRBs), causing BWP boundary violation in openair1/PHY/defs_nr_common.h frequency mapping",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09090909090909091
du_gnb_case_030.json,gNBs[0].servingCellConfigCommon[0].ul_carrierBandwidth,106,50,logical contradiction,PHY,"UL carrier bandwidth 50 PRBs conflicts with initialULBWPlocationAndBandwidth=28875 (48 PRBs), causing UL BWP boundary violation in PHY resource allocation",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1
du_gnb_case_031.json,gNBs[0].servingCellConfigCommon[0].initialDLBWPsubcarrierSpacing,1,3,logical contradiction,RRC,"Initial DL BWP SCS 120kHz (3) conflicts with carrier SCS 30kHz (1), violating TS 38.331 BWP SCS constraints and causing RRC configuration rejection",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.125
du_gnb_case_032.json,gNBs[0].servingCellConfigCommon[0].initialULBWPsubcarrierSpacing,1,2,logical contradiction,RRC,"Initial UL BWP SCS 60kHz (2) conflicts with carrier SCS 30kHz (1), violating TS 38.331 BWP SCS constraints and causing RRC connection setup failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.12
du_gnb_case_033.json,gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing,1,2,logical contradiction,PHY,"PRACH msg1 SCS 60kHz conflicts with UL carrier SCS 30kHz for FR1, violating TS 38.211 PRACH configuration constraints and causing PRACH detection failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.125
du_gnb_case_034.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSlots,7,10,logical contradiction,MAC,"10 DL slots exceed TDD periodicity (ms5=10 slots total), causing slot pattern validation failure in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler.c TDD scheduling",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.08695652173913043
du_gnb_case_035.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSlots,2,5,logical contradiction,MAC,"5 UL slots exceed TDD periodicity (ms5=10 slots total with 7 DL slots), causing slot pattern validation failure in MAC scheduler",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09090909090909091
du_gnb_case_036.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSymbols,6,15,out of range,MAC,"15 DL symbols exceed slot boundary (max 14), causing TDD pattern validation failure in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842
du_gnb_case_037.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSymbols,4,15,out of range,MAC,"15 UL symbols exceed slot boundary (max 14), causing TDD pattern validation failure in MAC scheduler slot allocation",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1111111111111111
du_gnb_case_038.json,gNBs[0].servingCellConfigCommon[0].preambleTransMax,6,11,out of range,MAC,"Invalid preambleTransMax value 11 (valid: 0-10 mapping to 3,4,5,6,7,8,10,20,50,100,200) breaks PRACH retry logic in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler_ulsch.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.03333333333333333
du_gnb_case_039.json,gNBs[0].servingCellConfigCommon[0].ra_ContentionResolutionTimer,7,8,out of range,MAC,"Invalid contention resolution timer value 8 (valid: 0-7 mapping to 8,16,24,32,40,48,56,64 slots) breaks RA procedure state machine in MAC",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.037037037037037035
du_gnb_case_040.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB,15,65,out of range,MAC,"Invalid ssb_perRACH_Occasion value 65 (valid: 0-15 mapping to 4,8,12,16,...,60,64) breaks PRACH preamble allocation in openair2/LAYER2/NR_MAC_COMMON/nr_mac_common.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.04
du_gnb_case_041.json,gNBs[0].servingCellConfigCommon[0].ssb_perRACH_OccasionAndCB_PreamblesPerSSB_PR,4,9,invalid enum,MAC,Invalid PR value 9 (valid: 1-8) breaks PRACH preamble-to-SSB mapping calculation in openair2/LAYER2/NR_MAC_COMMON/nr_mac_common.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1
du_gnb_case_042.json,gNBs[0].servingCellConfigCommon[0].restrictedSetConfig,0,3,invalid enum,PHY,"Invalid restricted set config value 3 (valid: 0=unrestricted, 1=type A, 2=type B) breaks PRACH root sequence generation in openair1/PHY/NR_TRANSPORT/nr_prach.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.07692307692307693
du_gnb_case_043.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex_PR,2,3,invalid enum,PHY,"Invalid PRACH root sequence index PR value 3 (valid: 1=839, 2=139) breaks preamble sequence length selection in openair1/PHY/NR_TRANSPORT/nr_prach.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.08333333333333333
du_gnb_case_044.json,gNBs[0].servingCellConfigCommon[0].zeroCorrelationZoneConfig,13,16,out of range,PHY,Invalid zero correlation zone config value 16 (valid: 0-15) breaks PRACH cyclic shift calculation in openair1/PHY/NR_TRANSPORT/nr_prach.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09523809523809523
du_gnb_case_045.json,gNBs[0].servingCellConfigCommon[0].rsrp_ThresholdSSB,19,128,out of range,RRC,Invalid RSRP threshold value 128 (valid: 0-127) breaks SSB selection threshold encoding in openair2/RRC/NR/MESSAGES/asn1_msg.c SIB1 encoding,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.13636363636363635
du_gnb_case_046.json,gNBs[0].servingCellConfigCommon[0].initialDLBWPcontrolResourceSetZero,12,16,out of range,RRC,"Invalid CORESET0 index 16 (valid: 0-15) breaks PDCCH configuration encoding in openair2/RRC/NR/MESSAGES/asn1_msg.c, causing SIB1 encoding failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09090909090909091
du_gnb_case_047.json,gNBs[0].servingCellConfigCommon[0].initialDLBWPsearchSpaceZero,0,16,out of range,RRC,Invalid search space 0 index 16 (valid: 0-15) breaks PDCCH search space configuration in openair2/RRC/NR/MESSAGES/asn1_msg.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.047619047619047616
du_gnb_case_048.json,gNBs[0].pdcch_ConfigSIB1[0].controlResourceSetZero,11,16,out of range,RRC,Invalid CORESET0 index 16 for SIB1 PDCCH breaks MIB/SIB1 scheduling configuration in openair2/RRC/NR/MESSAGES/asn1_msg.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.15789473684210525
du_gnb_case_049.json,gNBs[0].pdcch_ConfigSIB1[0].searchSpaceZero,0,16,out of range,RRC,Invalid search space 0 index 16 for SIB1 breaks PDCCH search space configuration in openair2/RRC/NR/MESSAGES/asn1_msg.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1
du_gnb_case_050.json,gNBs[0].servingCellConfigCommon[0].prach_msg1_FrequencyStart,0,300,out of range,PHY,"PRACH frequency start 300 exceeds UL carrier bandwidth, causing PRACH resource mapping failure in openair1/PHY/NR_TRANSPORT/nr_prach.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.15789473684210525
du_gnb_case_051.json,gNBs[0].servingCellConfigCommon[0].hoppingId,40,1024,out of range,PHY,"Hopping ID 1024 exceeds maximum 1023 per TS 38.211, causing PUCCH sequence generation failure in openair1/PHY/NR_TRANSPORT/nr_pucch.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09523809523809523
du_gnb_case_052.json,gNBs[0].servingCellConfigCommon[0].p0_nominal,-90,-201,out of range,RRC,"P0 nominal power -201 dBm exceeds minimum -202 dBm per TS 38.331, causing power control parameter encoding failure in openair2/RRC/NR/MESSAGES/asn1_msg.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.038461538461538464
du_gnb_case_053.json,gNBs[0].servingCellConfigCommon[0].p0_NominalWithGrant,-90,-201,out of range,RRC,"P0 nominal with grant power -201 dBm exceeds minimum -202 dBm, causing power control parameter encoding failure in RRC message encoding",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.047619047619047616
du_gnb_case_054.json,gNBs[0].servingCellConfigCommon[0].preambleReceivedTargetPower,-96,-203,out of range,RRC,"Preamble received target power -203 dBm exceeds minimum -202 dBm per TS 38.331, causing PRACH power control encoding failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05
du_gnb_case_055.json,gNBs[0].servingCellConfigCommon[0].ssPBCH_BlockPower,-25,-201,out of range,RRC,"SSB power -201 dBm exceeds minimum -200 dBm per TS 38.331, causing SSB power configuration encoding failure in SIB1",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.15
du_gnb_case_056.json,gNBs[0].servingCellConfigCommon[0].pMax,20,44,out of range,RRC,"Pmax 44 dBm exceeds maximum 43 dBm per TS 38.331, causing power limit encoding failure in openair2/RRC/NR/MESSAGES/asn1_msg.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.043478260869565216
du_gnb_case_057.json,gNBs[0].servingCellConfigCommon[0].msg3_DeltaPreamble,1,7,out of range,MAC,Invalid msg3 delta preamble value 7 (valid: 0-6) breaks PRACH power ramping calculation in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler_ulsch.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05
du_gnb_case_058.json,gNBs[0].servingCellConfigCommon[0].dl_UL_TransmissionPeriodicity,6,8,invalid enum,MAC,Invalid TDD periodicity enum value 8 (valid: 0-7) breaks TDD pattern configuration in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.10526315789473684
du_gnb_case_059.json,gNBs[0].servingCellConfigCommon[0].subcarrierSpacing,1,4,invalid enum,PHY,Invalid subcarrier spacing enum value 4 (valid: 0-3) breaks frame parameter initialization in openair1/PHY/INIT/nr_init.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842
du_gnb_case_060.json,gNBs[0].servingCellConfigCommon[0].referenceSubcarrierSpacing,1,4,invalid enum,MAC,Invalid reference SCS enum value 4 breaks TDD pattern reference calculation in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.058823529411764705
du_gnb_case_061.json,gNBs[0].servingCellConfigCommon[0].dl_subcarrierSpacing,1,4,invalid enum,PHY,Invalid DL SCS enum value 4 (valid: 0-3) breaks carrier frequency calculation in openair1/PHY/INIT/nr_init.c nr_phy_config_request(),op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05
du_gnb_case_062.json,gNBs[0].servingCellConfigCommon[0].ul_subcarrierSpacing,1,4,invalid enum,PHY,Invalid UL SCS enum value 4 breaks UL carrier frequency calculation in openair1/PHY/INIT/nr_init.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.058823529411764705
du_gnb_case_063.json,gNBs[0].servingCellConfigCommon[0].initialDLBWPsubcarrierSpacing,1,4,invalid enum,RRC,Invalid initial DL BWP SCS enum value 4 breaks BWP configuration encoding in openair2/RRC/NR/MESSAGES/asn1_msg.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.15789473684210525
du_gnb_case_064.json,gNBs[0].servingCellConfigCommon[0].initialULBWPsubcarrierSpacing,1,4,invalid enum,RRC,Invalid initial UL BWP SCS enum value 4 breaks UL BWP configuration encoding in openair2/RRC/NR/MESSAGES/asn1_msg.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.15
du_gnb_case_065.json,gNBs[0].servingCellConfigCommon[0].msg1_SubcarrierSpacing,1,4,invalid enum,PHY,Invalid PRACH msg1 SCS enum value 4 breaks PRACH configuration in openair1/PHY/NR_TRANSPORT/nr_prach.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1875
du_gnb_case_066.json,MACRLCs[0].tr_s_preference,local_L1,invalid_transport,invalid enum,MAC,"Invalid transport southbound preference string breaks transport selection in openair2/ENB_APP/enb_config.c RCconfig_macrlc(), causing MAC initialization failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05555555555555555
du_gnb_case_067.json,MACRLCs[0].tr_n_preference,f1,invalid_northbound,invalid enum,F1AP,"Invalid transport northbound preference string breaks F1 interface initialization in openair2/ENB_APP/enb_config.c, preventing CU-DU communication",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_068.json,L1s[0].tr_n_preference,local_mac,remote_mac,invalid enum,MAC,Invalid L1 transport northbound preference breaks MAC-PHY interface initialization in openair2/ENB_APP/enb_config.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.13333333333333333
du_gnb_case_069.json,RUs[0].local_rf,yes,enabled,invalid enum,PHY,Invalid local_rf value 'enabled' (expected 'yes'/'no') breaks RF interface initialization in targets/RT/USER/openair0.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_070.json,RUs[0].clock_src,internal,external_pps,invalid enum,PHY,Invalid clock source 'external_pps' (expected 'internal'/'external') breaks clock synchronization initialization in RU setup code,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_071.json,rfsimulator.modelname,AWGN,RAYLEIGH_FAST_FADING,invalid enum,PHY,"Invalid RF simulator model name breaks channel model initialization in targets/RT/USER/rfsim.c, causing PHY simulation failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842
du_gnb_case_072.json,log_config.global_log_level,info,verbose,invalid enum,RRC,"Invalid log level 'verbose' (valid: none, error, warn, info, debug) breaks logging initialization in common/utils/log.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_073.json,gNBs[0].servingCellConfigCommon[0].ssb_PositionsInBurst_Bitmap,1,0,logical contradiction,PHY,"SSB bitmap value 0 (no SSB positions) conflicts with SSB periodicity configuration, causing SSB transmission failure in openair1/PHY/NR_TRANSPORT/nr_pbch.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.22727272727272727
du_gnb_case_074.json,gNBs[0].servingCellConfigCommon[0].dl_absoluteFrequencyPointA,640008,650000,logical contradiction,PHY,"DL frequency Point A 650000 exceeds absoluteFrequencySSB 641280, violating TS 38.211 frequency relationship constraints and causing SSB frequency mapping failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.047619047619047616
du_gnb_case_075.json,gNBs[0].servingCellConfigCommon[0].absoluteFrequencySSB,641280,630000,logical contradiction,PHY,"SSB frequency 630000 below DL frequency Point A 640008 violates TS 38.211 frequency relationship constraints, causing SSB resource mapping failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09523809523809523
du_gnb_case_076.json,gNBs[0].servingCellConfigCommon[0].dl_offstToCarrier,0,200,logical contradiction,PHY,"DL offset to carrier 200 exceeds carrier bandwidth 106 PRBs, causing carrier frequency mapping failure in openair1/PHY/INIT/nr_init.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.047619047619047616
du_gnb_case_077.json,gNBs[0].servingCellConfigCommon[0].ul_offstToCarrier,0,200,logical contradiction,PHY,"UL offset to carrier 200 exceeds UL carrier bandwidth 106 PRBs, causing UL frequency mapping failure in PHY initialization",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842
du_gnb_case_078.json,gNBs[0].pdsch_AntennaPorts_XP,2,0,logical contradiction,PHY,"Zero PDSCH antenna ports conflicts with maxMIMO_layers=1, causing DMRS port allocation failure in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler_primitives.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.05263157894736842
du_gnb_case_079.json,gNBs[0].pusch_AntennaPorts,4,0,logical contradiction,PHY,"Zero PUSCH antenna ports breaks UL MIMO configuration, causing PUSCH DMRS port allocation failure in openair1/PHY/NR_TRANSPORT/nr_pusch.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.25
du_gnb_case_080.json,gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex,98,256,out of range,PHY,"PRACH configuration index 256 exceeds maximum 255 per TS 38.211, causing PRACH occasion calculation failure in openair2/LAYER2/NR_MAC_COMMON/nr_mac_common.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09090909090909091
du_gnb_case_081.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex,1,140,out of range,PHY,"PRACH root sequence index 140 exceeds maximum 139 for short sequence (PR=2), causing preamble generation failure in openair1/PHY/NR_TRANSPORT/nr_prach.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.08695652173913043
du_gnb_case_082.json,gNBs[0].servingCellConfigCommon[0].prach_msg1_FrequencyStart,0,-1,out of range,PHY,Negative PRACH frequency start value breaks PRACH resource mapping calculation in openair1/PHY/NR_TRANSPORT/nr_prach.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1875
du_gnb_case_083.json,gNBs[0].servingCellConfigCommon[0].prach_msg1_FrequencyStart,0,274,logical contradiction,PHY,"PRACH frequency start 274 exceeds maximum 273 for 30kHz SCS FR1, causing PRACH resource mapping failure per TS 38.211",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1
du_gnb_case_084.json,gNBs[0].servingCellConfigCommon[0].initialDLBWPlocationAndBandwidth,28875,0,logical contradiction,RRC,"Zero BWP locationAndBandwidth (0 PRBs) conflicts with minimum BWP size requirement, causing BWP configuration rejection in openair2/RRC/NR/MESSAGES/asn1_msg.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.18181818181818182
du_gnb_case_085.json,gNBs[0].servingCellConfigCommon[0].initialULBWPlocationAndBandwidth,28875,0,logical contradiction,RRC,"Zero UL BWP locationAndBandwidth (0 PRBs) conflicts with minimum BWP size requirement, causing UL BWP configuration rejection",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.17647058823529413
du_gnb_case_086.json,gNBs[0].servingCellConfigCommon[0].dl_carrierBandwidth,106,0,logical contradiction,PHY,"Zero DL carrier bandwidth conflicts with BWP configuration, causing carrier initialization failure in openair1/PHY/INIT/nr_init.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1111111111111111
du_gnb_case_087.json,gNBs[0].servingCellConfigCommon[0].ul_carrierBandwidth,106,0,logical contradiction,PHY,"Zero UL carrier bandwidth conflicts with UL BWP configuration, causing UL carrier initialization failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.07142857142857142
du_gnb_case_088.json,gNBs[0].servingCellConfigCommon[0].referenceSubcarrierSpacing,1,0,logical contradiction,MAC,"Reference SCS 15kHz (0) conflicts with carrier SCS 30kHz (1), causing TDD pattern calculation failure in openair2/LAYER2/NR_MAC_gNB/gNB_scheduler.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.047619047619047616
du_gnb_case_089.json,gNBs[0].servingCellConfigCommon[0].subcarrierSpacing,1,0,logical contradiction,PHY,"SSB SCS 15kHz (0) conflicts with carrier SCS 30kHz (1), causing SSB subcarrier offset calculation failure in openair1/PHY/NR_TRANSPORT/nr_pbch.c",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.13636363636363635
du_gnb_case_090.json,gNBs[0].servingCellConfigCommon[0].dl_UL_TransmissionPeriodicity,6,0,logical contradiction,MAC,"TDD periodicity ms0.5 (0) with 7 DL slots and 2 UL slots violates slot pattern constraints, causing TDD pattern validation failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.09090909090909091
du_gnb_case_091.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSlots,7,0,logical contradiction,MAC,"Zero DL slots with non-zero DL symbols violates TDD pattern structure, causing slot pattern validation failure in MAC scheduler",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1
du_gnb_case_092.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSlots,2,0,logical contradiction,MAC,"Zero UL slots with non-zero UL symbols violates TDD pattern structure, causing UL scheduling failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0625
du_gnb_case_093.json,gNBs[0].servingCellConfigCommon[0].nrofDownlinkSymbols,6,0,logical contradiction,MAC,"Zero DL symbols with 7 DL slots creates invalid TDD pattern, causing slot boundary validation failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0625
du_gnb_case_094.json,gNBs[0].servingCellConfigCommon[0].nrofUplinkSymbols,4,0,logical contradiction,MAC,"Zero UL symbols with 2 UL slots creates invalid TDD pattern, causing UL slot boundary validation failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.058823529411764705
du_gnb_case_095.json,gNBs[0].servingCellConfigCommon[0].prach_ConfigurationIndex,98,0,logical contradiction,MAC,"PRACH configuration index 0 with msg1_FDM=0 and frequency start=0 may conflict with SSB positions, causing PRACH occasion calculation failure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.14285714285714285
du_gnb_case_096.json,gNBs[0].servingCellConfigCommon[0].prach_RootSequenceIndex,1,0,logical contradiction,PHY,PRACH root sequence index 0 with restrictedSetConfig=0 may cause preamble collision issues in openair1/PHY/NR_TRANSPORT/nr_prach.c,op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.10526315789473684
du_gnb_case_097.json,gNBs[0].servingCellConfigCommon[0].zeroCorrelationZoneConfig,13,0,logical contradiction,PHY,"Zero correlation zone config 0 with PRACH root sequence index 1 may cause insufficient cyclic shift separation, leading to preamble detection ambiguity",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.045454545454545456
du_gnb_case_098.json,gNBs[0].servingCellConfigCommon[0].preambleTransMax,6,0,logical contradiction,MAC,"Preamble transmission max 0 (3 attempts) with high preambleReceivedTargetPower may cause premature RA failure, breaking random access procedure",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.0
du_gnb_case_099.json,gNBs[0].servingCellConfigCommon[0].ra_ResponseWindow,4,1,logical contradiction,MAC,"RA response window 1 slot with high PRACH load may cause response timeout, breaking random access procedure in MAC scheduler",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.1
du_gnb_case_100.json,Active_gNBs[0],gNB-Eurecom-DU,NonExistent-DU,logical contradiction,RRC,"Active_gNBs references non-existent gNB name, causing gNB lookup failure in openair2/GNB_APP/gnb_config.c RCconfig_RRC(), leaving RC.gNB empty and causing startup abort",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_1.json,0.125
du_gnb_case_001.json,gNBs[0].tracking_area_code,1,0,out of range,NGAP,"Reserved TAC value 0x0000 causes NGAP registration failure in openair3/NGAP/ngap_gNB_handlers.c during NGSetupRequest, as TAC validation rejects reserved values per TS 38.413",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_2.json,0.12
du_gnb_case_002.json,gNBs[0].tracking_area_code,1,65534,out of range,NGAP,"Reserved TAC value 0xFFFE causes NGAP registration rejection in RCconfig_RRC validation checks in openair2/GNB_APP/gnb_config.c, violating TS 38.413 reserved value constraints",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_2.json,0.041666666666666664
du_gnb_case_003.json,gNBs[0].nr_cellid,1,0,out of range,RRC,"Invalid NR Cell ID 0 causes SIB1 encoding failure in openair2/RRC/NR/MESSAGES/asn1_msg.c, as cell ID must be in range 1-1007 per TS 38.331",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_2.json,0.06896551724137931
du_gnb_case_004.json,gNBs[0].nr_cellid,1,1008,out of range,RRC,"NR Cell ID 1008 exceeds maximum value 1007, causing RRC configuration validation failure in openair2/GNB_APP/gnb_config.c during cell setup",op2,C:\Users\bmwlab\Desktop\testing_row_data\option_2\json\processed\op2_100_case_2.json,0.047619047619047616
